step,total_steps,episode,duration,episode_steps,steps_per_second,episode_reward,mean_reward,mean_action,loss,mae,mean_q,mean_eps
2141167,6000000,2989,15.156,669,44,12.000,0.018,2.484,0.013816,2.207333,2.655234,0.571834
2142056,6000000,2990,19.085,889,47,25.000,0.028,2.459,0.011922,2.189221,2.634613,0.571678
2142724,6000000,2991,14.828,668,45,12.000,0.018,2.563,0.015269,2.182269,2.625795,0.571522
2143470,6000000,2992,16.543,746,45,19.000,0.025,2.412,0.013954,2.191070,2.637138,0.571381
2144185,6000000,2993,15.335,715,47,11.000,0.015,2.266,0.012153,2.187765,2.632968,0.571234
2145172,6000000,2994,21.866,987,45,19.000,0.019,2.558,0.013403,2.179760,2.622487,0.571064
2145838,6000000,2995,14.850,666,45,12.000,0.018,2.381,0.014193,2.150142,2.586227,0.570899
2146813,6000000,2996,20.758,975,47,24.000,0.025,2.484,0.013335,2.153118,2.590637,0.570735
2147695,6000000,2997,17.709,882,50,18.000,0.020,2.314,0.013828,2.158389,2.596425,0.570549
2148310,6000000,2998,13.099,615,47,11.000,0.018,2.911,0.012011,2.140946,2.577618,0.570400
2149301,6000000,2999,21.799,991,45,23.000,0.023,2.523,0.013321,2.145824,2.582419,0.570239
2150595,6000000,3000,26.442,1294,49,17.000,0.013,2.525,0.013329,2.162120,2.602097,0.570010
2151885,6000000,3001,28.558,1290,45,26.000,0.020,2.136,0.013217,2.195330,2.641409,0.569752
2153021,6000000,3002,25.131,1136,45,23.000,0.020,2.355,0.012904,2.181465,2.623562,0.569509
2154070,6000000,3003,24.763,1049,42,20.000,0.019,2.097,0.014002,2.189594,2.635154,0.569291
2154808,6000000,3004,16.590,738,44,14.000,0.019,2.316,0.013489,2.177264,2.619801,0.569112
2155848,6000000,3005,21.656,1040,48,17.000,0.016,2.285,0.012668,2.207661,2.654844,0.568935
2156719,6000000,3006,18.302,871,48,14.000,0.016,2.273,0.013145,2.200875,2.649416,0.568744
2157377,6000000,3007,14.332,658,46,12.000,0.018,2.150,0.014358,2.218405,2.668287,0.568590
2158253,6000000,3008,19.028,876,46,22.000,0.025,1.965,0.012516,2.194746,2.641896,0.568437
2159372,6000000,3009,25.063,1119,45,24.000,0.021,2.397,0.014127,2.193307,2.640954,0.568238
2160015,6000000,3010,14.578,643,44,10.000,0.016,2.297,0.011306,2.188423,2.635027,0.568062
2160669,6000000,3011,14.261,654,46,7.000,0.011,2.240,0.012980,2.206551,2.655330,0.567932
2161466,6000000,3012,17.282,797,46,17.000,0.021,2.557,0.013919,2.176427,2.618529,0.567786
2162020,6000000,3013,12.151,554,46,10.000,0.018,2.377,0.012318,2.183930,2.629237,0.567652
2162727,6000000,3014,15.788,707,45,12.000,0.017,2.366,0.013377,2.188955,2.634712,0.567526
2163734,6000000,3015,20.201,1007,50,16.000,0.016,2.416,0.011916,2.188733,2.634234,0.567354
2164715,6000000,3016,20.223,981,49,22.000,0.022,2.231,0.013528,2.193235,2.638628,0.567155
2165406,6000000,3017,14.802,691,47,12.000,0.017,2.674,0.013875,2.182219,2.626142,0.566988
2166046,6000000,3018,13.581,640,47,10.000,0.016,2.433,0.012240,2.196630,2.643486,0.566855
2166582,6000000,3019,11.507,536,47,9.000,0.017,2.185,0.013773,2.196207,2.642104,0.566737
2167101,6000000,3020,10.813,519,48,11.000,0.021,2.102,0.011281,2.201126,2.647886,0.566632
2168059,6000000,3021,21.346,958,45,18.000,0.019,2.362,0.013070,2.185009,2.627843,0.566484
2168600,6000000,3022,12.251,541,44,8.000,0.015,2.575,0.013029,2.183955,2.627036,0.566334
2169495,6000000,3023,20.408,895,44,17.000,0.019,2.436,0.012957,2.171619,2.611631,0.566191
2170159,6000000,3024,16.713,664,40,13.000,0.020,2.684,0.012672,2.201389,2.647827,0.566035
2170964,6000000,3025,21.637,805,37,17.000,0.021,2.370,0.014020,2.200639,2.646683,0.565888
2171793,6000000,3026,18.031,829,46,14.000,0.017,2.215,0.015181,2.209800,2.659579,0.565724
2172747,6000000,3027,20.672,954,46,19.000,0.020,2.682,0.012495,2.197242,2.642890,0.565546
2173340,6000000,3028,13.042,593,45,14.000,0.024,2.632,0.012866,2.205573,2.653762,0.565392
2173977,6000000,3029,13.287,637,48,10.000,0.016,2.207,0.012980,2.181999,2.623773,0.565268
2174838,6000000,3030,18.121,861,48,17.000,0.020,2.411,0.013273,2.201057,2.648317,0.565118
2176015,6000000,3031,26.076,1177,45,25.000,0.021,2.470,0.015004,2.212838,2.663634,0.564915
2176927,6000000,3032,20.497,912,44,16.000,0.018,1.839,0.013238,2.205996,2.655592,0.564706
2177908,6000000,3033,21.441,981,46,24.000,0.024,2.155,0.013982,2.214036,2.664871,0.564517
2178558,6000000,3034,14.376,650,45,15.000,0.023,2.315,0.012554,2.208740,2.657937,0.564354
2179510,6000000,3035,20.375,952,47,22.000,0.023,2.300,0.013222,2.213763,2.665122,0.564193
2180266,6000000,3036,15.266,756,50,15.000,0.020,2.262,0.012535,2.215686,2.668217,0.564022
2180752,6000000,3037,10.129,486,48,9.000,0.019,2.041,0.012021,2.223925,2.677479,0.563898
2181247,6000000,3038,10.633,495,47,10.000,0.020,2.457,0.012717,2.224996,2.676687,0.563800
2181612,6000000,3039,7.987,365,46,6.000,0.016,2.236,0.013191,2.167112,2.609006,0.563714
2182392,6000000,3040,16.991,780,46,18.000,0.023,2.585,0.014335,2.220760,2.672957,0.563600
2183550,6000000,3041,24.706,1158,47,30.000,0.026,2.382,0.013099,2.216982,2.667254,0.563406
2184725,6000000,3042,25.231,1175,47,23.000,0.020,2.495,0.013827,2.214885,2.663511,0.563172
2185689,6000000,3043,21.280,964,45,19.000,0.020,2.638,0.014191,2.219948,2.669530,0.562958
2186482,6000000,3044,18.247,793,43,14.000,0.018,2.493,0.012165,2.215681,2.665799,0.562783
2187395,6000000,3045,21.889,913,42,19.000,0.021,2.320,0.012022,2.223402,2.674765,0.562612
2188325,6000000,3046,19.615,930,47,22.000,0.024,2.263,0.013740,2.227703,2.681358,0.562428
2189234,6000000,3047,19.666,909,46,20.000,0.022,2.229,0.013068,2.211750,2.661948,0.562244
2189890,6000000,3048,14.326,656,46,13.000,0.020,2.104,0.014737,2.235091,2.688782,0.562088
2190771,6000000,3049,18.752,881,47,19.000,0.022,2.454,0.013954,2.221417,2.671463,0.561934
2191189,6000000,3050,9.217,418,45,6.000,0.014,2.443,0.011695,2.217418,2.669014,0.561804
2192013,6000000,3051,18.079,824,46,15.000,0.018,2.308,0.014351,2.209878,2.657774,0.561680
2192885,6000000,3052,19.287,872,45,18.000,0.021,2.188,0.013817,2.204040,2.651319,0.561510
2193879,6000000,3053,21.280,994,47,20.000,0.020,2.489,0.011910,2.209014,2.657682,0.561324
2194435,6000000,3054,12.070,556,46,9.000,0.016,2.209,0.014796,2.216118,2.665622,0.561169
2195170,6000000,3055,16.357,735,45,15.000,0.020,2.226,0.013329,2.222983,2.673497,0.561040
2195974,6000000,3056,17.787,804,45,16.000,0.020,2.184,0.014333,2.209041,2.658305,0.560886
2196634,6000000,3057,13.616,660,48,12.000,0.018,2.589,0.013631,2.205249,2.652906,0.560739
2197472,6000000,3058,17.558,838,48,20.000,0.024,2.270,0.012585,2.196326,2.643134,0.560590
2198020,6000000,3059,11.664,548,47,9.000,0.016,2.498,0.014975,2.192226,2.637454,0.560451
2198443,6000000,3060,9.423,423,45,5.000,0.012,2.435,0.015871,2.186455,2.629438,0.560354
2199365,6000000,3061,19.097,922,48,16.000,0.017,2.275,0.013042,2.198904,2.645614,0.560219
2200177,6000000,3062,16.980,812,48,20.000,0.025,2.243,0.010872,2.203129,2.653422,0.560046
2200597,6000000,3063,8.697,420,48,5.000,0.012,2.493,0.014292,2.207418,2.653856,0.559922
2201310,6000000,3064,15.353,713,46,9.000,0.013,2.440,0.013946,2.185540,2.629531,0.559809
2201927,6000000,3065,13.114,617,47,15.000,0.024,2.404,0.013261,2.185499,2.628815,0.559676
2202794,6000000,3066,19.390,867,45,20.000,0.023,2.306,0.012667,2.194642,2.641411,0.559528
2203547,6000000,3067,17.921,753,42,15.000,0.020,2.224,0.014183,2.186496,2.630454,0.559366
2204197,6000000,3068,15.158,650,43,11.000,0.017,2.012,0.012691,2.170557,2.611030,0.559226
2204836,6000000,3069,13.848,639,46,13.000,0.020,2.577,0.012825,2.192219,2.636986,0.559097
2205647,6000000,3070,17.467,811,46,12.000,0.015,2.703,0.013979,2.225040,2.676289,0.558952
2206030,6000000,3071,8.517,383,45,4.000,0.010,2.582,0.013074,2.202637,2.649492,0.558832
2206918,6000000,3072,20.123,888,44,18.000,0.020,2.467,0.012894,2.214867,2.664925,0.558705
2207910,6000000,3073,21.492,992,46,23.000,0.023,2.158,0.013910,2.213854,2.666441,0.558517
2208941,6000000,3074,23.813,1031,43,19.000,0.018,2.386,0.012972,2.207781,2.656472,0.558315
2209584,6000000,3075,14.737,643,44,14.000,0.022,2.300,0.012700,2.200374,2.648894,0.558148
2210245,6000000,3076,14.296,661,46,10.000,0.015,2.206,0.013313,2.191302,2.638924,0.558017
2210604,6000000,3077,7.610,359,47,3.000,0.008,2.635,0.012273,2.160017,2.599162,0.557915
2211171,6000000,3078,12.562,567,45,11.000,0.019,2.915,0.012867,2.174829,2.616940,0.557823
2212125,6000000,3079,21.364,954,45,25.000,0.026,2.459,0.013684,2.182196,2.625838,0.557670
2212889,6000000,3080,15.880,764,48,18.000,0.024,2.401,0.012451,2.164407,2.604084,0.557498
2213794,6000000,3081,18.816,905,48,17.000,0.019,2.116,0.011914,2.187142,2.633087,0.557332
2214798,6000000,3082,21.365,1004,47,24.000,0.024,2.278,0.011541,2.177680,2.621681,0.557141
2215506,6000000,3083,14.830,708,48,14.000,0.020,2.278,0.012868,2.175973,2.619680,0.556970
2216611,6000000,3084,23.200,1105,48,27.000,0.024,2.549,0.013310,2.180178,2.623942,0.556788
2217429,6000000,3085,17.447,818,47,25.000,0.031,2.214,0.013104,2.184746,2.631923,0.556596
2218109,6000000,3086,14.130,680,48,14.000,0.021,2.396,0.013528,2.171536,2.614355,0.556446
2219403,6000000,3087,29.292,1294,44,32.000,0.025,2.233,0.012254,2.186224,2.633006,0.556249
2220018,6000000,3088,15.526,615,40,10.000,0.016,2.499,0.013560,2.174710,2.619116,0.556058
2220651,6000000,3089,15.045,633,42,10.000,0.016,2.273,0.012272,2.166179,2.609209,0.555933
2221308,6000000,3090,14.319,657,46,15.000,0.023,2.764,0.012389,2.181705,2.625220,0.555804
2222159,6000000,3091,18.254,851,47,16.000,0.019,2.270,0.012344,2.176302,2.620299,0.555654
2223362,6000000,3092,26.084,1203,46,26.000,0.022,2.318,0.012436,2.180300,2.622692,0.555448
2224295,6000000,3093,20.158,933,46,25.000,0.027,2.361,0.013250,2.174955,2.617827,0.555234
2225361,6000000,3094,23.864,1066,45,23.000,0.022,2.395,0.011950,2.191045,2.638804,0.555034
2225760,6000000,3095,9.137,399,44,7.000,0.018,2.900,0.014371,2.201675,2.648058,0.554888
2226957,6000000,3096,26.460,1197,45,27.000,0.023,2.353,0.013478,2.193042,2.638610,0.554728
2227503,6000000,3097,12.126,546,45,8.000,0.015,2.619,0.014123,2.201732,2.648738,0.554554
2227905,6000000,3098,9.282,402,43,8.000,0.020,2.062,0.010436,2.184485,2.627393,0.554459
2228558,6000000,3099,14.863,653,44,15.000,0.023,2.590,0.012494,2.185750,2.631661,0.554354
2229423,6000000,3100,17.610,865,49,22.000,0.025,2.386,0.012204,2.177381,2.620925,0.554202
2230230,6000000,3101,16.829,807,48,17.000,0.021,2.238,0.013368,2.155791,2.594573,0.554035
2231344,6000000,3102,23.909,1114,47,19.000,0.017,2.727,0.012847,2.141305,2.577727,0.553843
2232356,6000000,3103,21.267,1012,48,26.000,0.026,2.555,0.012129,2.145902,2.583171,0.553630
2233338,6000000,3104,20.882,982,47,22.000,0.022,2.433,0.012941,2.141291,2.577025,0.553431
2234511,6000000,3105,25.622,1173,46,26.000,0.022,2.464,0.013144,2.150668,2.586880,0.553215
2234926,6000000,3106,9.977,415,42,5.000,0.012,2.496,0.013389,2.147108,2.583162,0.553056
2235455,6000000,3107,11.396,529,46,7.000,0.013,2.469,0.012373,2.176663,2.618541,0.552962
2236219,6000000,3108,17.644,764,43,14.000,0.018,2.144,0.012567,2.176631,2.621084,0.552833
2237189,6000000,3109,22.435,970,43,20.000,0.021,2.372,0.012576,2.173083,2.616063,0.552659
2237823,6000000,3110,13.348,634,47,11.000,0.017,2.473,0.010452,2.180520,2.625882,0.552499
2239017,6000000,3111,27.902,1194,43,27.000,0.023,2.299,0.013064,2.163407,2.605070,0.552316
2239985,6000000,3112,22.749,968,43,25.000,0.026,2.215,0.011400,2.184238,2.630678,0.552100
2240496,6000000,3113,10.824,511,47,7.000,0.014,1.810,0.012179,2.186635,2.634219,0.551952
2241537,6000000,3114,22.968,1041,45,30.000,0.029,2.086,0.013011,2.177412,2.622265,0.551797
2242096,6000000,3115,13.582,559,41,10.000,0.018,2.832,0.012725,2.189526,2.636640,0.551637
2242817,6000000,3116,16.509,721,44,16.000,0.022,2.433,0.011801,2.167828,2.611511,0.551509
2243550,6000000,3117,16.718,733,44,17.000,0.023,2.011,0.013129,2.210243,2.661012,0.551363
2244703,6000000,3118,26.274,1153,44,20.000,0.017,2.251,0.012690,2.191722,2.638600,0.551175
2245389,6000000,3119,14.074,686,49,14.000,0.020,2.353,0.014508,2.197812,2.644251,0.550991
2246269,6000000,3120,17.868,880,49,22.000,0.025,2.518,0.013080,2.186931,2.636168,0.550834
2247193,6000000,3121,19.672,924,47,20.000,0.022,2.529,0.012341,2.192717,2.638809,0.550654
2248300,6000000,3122,24.006,1107,46,22.000,0.020,2.330,0.013874,2.178055,2.622413,0.550451
2249407,6000000,3123,24.115,1107,46,21.000,0.019,2.455,0.012208,2.197688,2.644666,0.550230
2250371,6000000,3124,21.114,964,46,23.000,0.024,2.283,0.013309,2.212390,2.662446,0.550022
2251379,6000000,3125,23.006,1008,44,22.000,0.022,2.094,0.011809,2.187815,2.634259,0.549825
2252377,6000000,3126,23.329,998,43,19.000,0.019,2.372,0.014064,2.185004,2.630590,0.549624
2253758,6000000,3127,30.967,1381,45,35.000,0.025,2.190,0.013908,2.201385,2.648280,0.549386
2254479,6000000,3128,15.582,721,46,13.000,0.018,2.449,0.012224,2.195551,2.642187,0.549176
2255421,6000000,3129,20.080,942,47,18.000,0.019,2.142,0.014363,2.203627,2.652638,0.549010
2256070,6000000,3130,13.804,649,47,14.000,0.022,2.448,0.012501,2.232847,2.687626,0.548851
2256935,6000000,3131,18.189,865,48,20.000,0.023,2.340,0.011784,2.223636,2.676170,0.548700
2257911,6000000,3132,21.150,976,46,22.000,0.023,2.147,0.013143,2.221724,2.673138,0.548516
2258548,6000000,3133,14.605,637,44,12.000,0.019,2.662,0.012896,2.223927,2.675704,0.548354
2260321,6000000,3134,39.588,1773,45,33.000,0.019,2.232,0.012443,2.224565,2.677854,0.548113
2261179,6000000,3135,18.925,858,45,23.000,0.027,2.396,0.013920,2.231322,2.685173,0.547850
2261974,6000000,3136,16.280,795,49,11.000,0.014,2.538,0.013843,2.216886,2.666595,0.547685
2262691,6000000,3137,14.589,717,49,16.000,0.022,2.174,0.013087,2.233255,2.686862,0.547534
2263462,6000000,3138,16.452,771,47,17.000,0.022,2.243,0.012835,2.213197,2.664922,0.547385
2264095,6000000,3139,13.478,633,47,10.000,0.016,2.651,0.013076,2.227124,2.679307,0.547244
2264724,6000000,3140,13.299,629,47,9.000,0.014,2.539,0.014240,2.227462,2.680269,0.547118
2265304,6000000,3141,12.061,580,48,11.000,0.019,2.783,0.015282,2.241537,2.696765,0.546998
2265677,6000000,3142,7.981,373,47,6.000,0.016,2.737,0.013852,2.254181,2.712660,0.546902
2266454,6000000,3143,16.651,777,47,15.000,0.019,2.539,0.013095,2.261376,2.721043,0.546787
2267258,6000000,3144,17.576,804,46,13.000,0.016,1.955,0.012880,2.231668,2.685360,0.546629
2268536,6000000,3145,28.058,1278,46,29.000,0.023,2.439,0.013278,2.247211,2.704112,0.546421
2269361,6000000,3146,19.462,825,42,16.000,0.019,2.567,0.015248,2.240717,2.695924,0.546210
2270017,6000000,3147,14.550,656,45,8.000,0.012,2.291,0.012734,2.238733,2.695729,0.546062
2271202,6000000,3148,26.648,1185,44,28.000,0.024,2.126,0.012631,2.210572,2.660817,0.545878
2271601,6000000,3149,10.044,399,40,8.000,0.020,2.506,0.011574,2.199230,2.647557,0.545720
2272642,6000000,3150,24.090,1041,43,23.000,0.022,2.343,0.012654,2.206217,2.655923,0.545576
2273461,6000000,3151,18.034,819,45,13.000,0.016,2.403,0.013218,2.212157,2.662782,0.545390
2274179,6000000,3152,16.693,718,43,17.000,0.024,2.312,0.011863,2.206068,2.654774,0.545236
2275073,6000000,3153,21.092,894,42,15.000,0.017,2.386,0.012792,2.203242,2.651956,0.545075
2275947,6000000,3154,19.576,874,45,19.000,0.022,2.058,0.012736,2.239247,2.694613,0.544898
2276526,6000000,3155,13.174,579,44,8.000,0.014,2.130,0.013668,2.243109,2.700651,0.544753
2277712,6000000,3156,26.375,1186,45,27.000,0.023,2.151,0.013500,2.227441,2.681032,0.544576
2278396,6000000,3157,13.958,684,49,14.000,0.020,2.433,0.013027,2.239955,2.695952,0.544390
2279521,6000000,3158,23.613,1125,48,22.000,0.020,1.898,0.012589,2.235802,2.689711,0.544208
2280082,6000000,3159,11.626,561,48,12.000,0.021,2.456,0.014889,2.235020,2.689151,0.544040
2280582,6000000,3160,10.915,500,46,12.000,0.024,2.438,0.012976,2.211266,2.662134,0.543934
2281216,6000000,3161,13.365,634,47,9.000,0.014,2.120,0.013276,2.224535,2.677566,0.543820
2281918,6000000,3162,14.691,702,48,17.000,0.024,2.528,0.014283,2.228343,2.680147,0.543687
2282567,6000000,3163,13.926,649,47,9.000,0.014,2.978,0.013286,2.236452,2.691072,0.543552
2283358,6000000,3164,17.010,791,47,19.000,0.024,2.311,0.012843,2.224044,2.675011,0.543408
2284372,6000000,3165,22.621,1014,45,18.000,0.018,2.160,0.012585,2.226334,2.679363,0.543227
2285003,6000000,3166,14.541,631,43,13.000,0.021,2.468,0.013621,2.226992,2.677826,0.543063
2285996,6000000,3167,23.782,993,42,19.000,0.019,2.349,0.013408,2.214671,2.666841,0.542900
2287143,6000000,3168,24.776,1147,46,26.000,0.023,2.252,0.013050,2.217466,2.667585,0.542686
2288143,6000000,3169,23.145,1000,43,23.000,0.023,2.409,0.013189,2.217124,2.669267,0.542472
2289142,6000000,3170,22.223,999,45,24.000,0.024,2.308,0.013117,2.220586,2.673501,0.542272
2289948,6000000,3171,17.143,806,47,14.000,0.017,2.375,0.012064,2.198691,2.646567,0.542091
2290771,6000000,3172,18.643,823,44,20.000,0.024,2.276,0.012039,2.201480,2.649199,0.541928
2291562,6000000,3173,17.765,791,45,18.000,0.023,2.300,0.012953,2.207374,2.654734,0.541767
2291909,6000000,3174,7.649,347,45,6.000,0.017,2.205,0.014248,2.220246,2.670612,0.541653
2292696,6000000,3175,17.676,787,45,17.000,0.022,2.032,0.012674,2.189513,2.636278,0.541540
2293496,6000000,3176,18.271,800,44,20.000,0.025,2.460,0.015278,2.196877,2.643275,0.541381
2295060,6000000,3177,33.351,1564,47,32.000,0.020,2.130,0.013140,2.203502,2.652079,0.541145
2296051,6000000,3178,20.913,991,47,22.000,0.022,2.484,0.013208,2.179388,2.623158,0.540889
2296964,6000000,3179,19.256,913,47,22.000,0.024,2.219,0.013942,2.177258,2.620150,0.540699
2297812,6000000,3180,17.661,848,48,15.000,0.018,1.926,0.013419,2.162429,2.602773,0.540523
2298617,6000000,3181,16.887,805,48,16.000,0.020,2.457,0.011795,2.171034,2.612675,0.540357
2299118,6000000,3182,10.777,501,46,5.000,0.010,2.222,0.014120,2.181333,2.623505,0.540226
2299697,6000000,3183,12.489,579,46,11.000,0.019,2.468,0.012400,2.166835,2.606700,0.540118
2300355,6000000,3184,14.144,658,47,15.000,0.023,2.059,0.013445,2.193879,2.640498,0.539995
2300854,6000000,3185,10.480,499,48,6.000,0.012,1.826,0.013361,2.171409,2.612727,0.539879
2301442,6000000,3186,12.905,588,46,8.000,0.014,2.352,0.013307,2.154228,2.591351,0.539770
2302855,6000000,3187,32.464,1413,44,29.000,0.021,2.180,0.012989,2.160580,2.600517,0.539570
2303498,6000000,3188,13.273,643,48,12.000,0.019,2.356,0.012571,2.162674,2.604867,0.539365
2304619,6000000,3189,23.816,1121,47,27.000,0.024,2.379,0.014020,2.160667,2.601526,0.539188
2305628,6000000,3190,21.503,1009,47,24.000,0.024,2.746,0.013182,2.180552,2.624500,0.538976
2306636,6000000,3191,21.373,1008,47,21.000,0.021,2.241,0.012343,2.191210,2.637907,0.538774
2307257,6000000,3192,14.169,621,44,12.000,0.019,2.441,0.012870,2.169315,2.608633,0.538611
2308245,6000000,3193,22.180,988,45,25.000,0.025,2.177,0.013491,2.188339,2.632921,0.538450
2308872,6000000,3194,14.119,627,44,10.000,0.016,2.222,0.011825,2.187998,2.635673,0.538288
2309365,6000000,3195,11.015,493,45,9.000,0.018,2.335,0.011055,2.159426,2.599112,0.538176
2309747,6000000,3196,8.850,382,43,5.000,0.013,1.864,0.013056,2.189988,2.636538,0.538089
2310716,6000000,3197,21.273,969,46,21.000,0.022,2.037,0.014321,2.169922,2.610754,0.537954
2311554,6000000,3198,17.254,838,49,21.000,0.025,2.202,0.014257,2.169858,2.611467,0.537773
2312488,6000000,3199,20.149,934,46,22.000,0.024,2.301,0.011597,2.181902,2.626629,0.537596
2313355,6000000,3200,19.022,867,46,17.000,0.020,2.023,0.012995,2.170346,2.612567,0.537416
2314192,6000000,3201,17.406,837,48,14.000,0.017,1.878,0.013639,2.187565,2.632451,0.537246
2314764,6000000,3202,11.884,572,48,10.000,0.017,2.364,0.015773,2.188831,2.631857,0.537105
2316000,6000000,3203,26.845,1236,46,30.000,0.024,2.239,0.013843,2.180116,2.624142,0.536924
2316644,6000000,3204,14.992,644,43,10.000,0.016,2.199,0.013050,2.153335,2.593807,0.536736
2317050,6000000,3205,10.157,406,40,5.000,0.012,1.995,0.012538,2.168053,2.608554,0.536631
2317857,6000000,3206,20.625,807,39,17.000,0.021,2.278,0.012595,2.185022,2.628952,0.536509
2318485,6000000,3207,16.489,628,38,15.000,0.024,2.447,0.013411,2.197493,2.643629,0.536366
2319396,6000000,3208,19.836,911,46,20.000,0.022,2.216,0.013813,2.177651,2.621642,0.536212
2320086,6000000,3209,15.557,690,44,13.000,0.019,2.417,0.013856,2.169841,2.611057,0.536052
2321117,6000000,3210,22.932,1031,45,23.000,0.022,2.111,0.013695,2.199417,2.645888,0.535880
2322124,6000000,3211,21.939,1007,46,18.000,0.018,2.445,0.013869,2.205023,2.653993,0.535676
2322845,6000000,3212,15.708,721,46,17.000,0.024,2.612,0.011276,2.194884,2.641985,0.535503
2323903,6000000,3213,24.344,1058,43,25.000,0.024,2.513,0.013606,2.175881,2.619039,0.535325
2324811,6000000,3214,19.336,908,47,19.000,0.021,2.283,0.012652,2.192959,2.639361,0.535129
2325448,6000000,3215,14.230,637,45,11.000,0.017,2.549,0.012811,2.177721,2.621469,0.534974
2326071,6000000,3216,14.420,623,43,11.000,0.018,2.207,0.015035,2.180217,2.622530,0.534848
2327094,6000000,3217,22.488,1023,45,24.000,0.023,2.570,0.012265,2.186123,2.630447,0.534684
2328041,6000000,3218,19.600,947,48,24.000,0.025,2.576,0.014196,2.214260,2.662647,0.534486
2328431,6000000,3219,8.437,390,46,5.000,0.013,2.008,0.013649,2.169066,2.612038,0.534353
2329493,6000000,3220,22.518,1062,47,19.000,0.018,2.259,0.013428,2.181733,2.625208,0.534208
2330045,6000000,3221,11.842,552,47,13.000,0.024,2.442,0.012941,2.198499,2.646219,0.534046
2331080,6000000,3222,22.246,1035,47,23.000,0.022,2.473,0.013363,2.157107,2.593815,0.533888
2331736,6000000,3223,14.073,656,47,12.000,0.018,2.538,0.013752,2.145710,2.580130,0.533719
2332831,6000000,3224,23.328,1095,47,31.000,0.028,2.374,0.013513,2.158158,2.596252,0.533544
2334110,6000000,3225,29.668,1279,43,28.000,0.022,2.422,0.012535,2.151469,2.589324,0.533306
2335104,6000000,3226,23.097,994,43,18.000,0.018,2.276,0.013370,2.162720,2.601956,0.533079
2335768,6000000,3227,14.419,664,46,14.000,0.021,2.309,0.011419,2.131282,2.565533,0.532913
2336464,6000000,3228,14.867,696,47,15.000,0.022,2.228,0.014073,2.141830,2.577926,0.532777
2337532,6000000,3229,23.410,1068,46,23.000,0.022,2.138,0.013638,2.148724,2.584306,0.532601
2338844,6000000,3230,27.913,1312,47,31.000,0.024,2.556,0.013835,2.140909,2.575368,0.532363
2339642,6000000,3231,17.931,798,45,11.000,0.014,2.335,0.011927,2.136112,2.571273,0.532152
2340770,6000000,3232,24.554,1128,46,28.000,0.025,2.465,0.012742,2.135996,2.570975,0.531959
2341315,6000000,3233,11.716,545,47,11.000,0.020,2.394,0.011606,2.147792,2.585421,0.531792
2342240,6000000,3234,20.565,925,45,22.000,0.024,2.338,0.013934,2.129672,2.562824,0.531645
2342911,6000000,3235,15.227,671,44,15.000,0.022,2.489,0.012138,2.138926,2.575273,0.531485
2343292,6000000,3236,8.603,381,44,8.000,0.021,2.640,0.014288,2.138753,2.574409,0.531380
2343959,6000000,3237,13.895,667,48,16.000,0.024,2.375,0.012779,2.122305,2.555095,0.531275
2344972,6000000,3238,20.778,1013,49,22.000,0.022,2.028,0.014209,2.142470,2.579354,0.531107
2345906,6000000,3239,19.438,934,48,21.000,0.022,2.264,0.012590,2.130949,2.565579,0.530912
2346576,6000000,3240,13.917,670,48,11.000,0.016,2.567,0.012036,2.142059,2.578164,0.530752
2347485,6000000,3241,19.186,909,47,26.000,0.029,2.227,0.012767,2.138795,2.573877,0.530594
2348111,6000000,3242,13.275,626,47,13.000,0.021,2.490,0.013128,2.146884,2.584170,0.530440
2348726,6000000,3243,13.826,615,44,11.000,0.018,2.345,0.014555,2.136008,2.568842,0.530316
2349578,6000000,3244,19.450,852,44,21.000,0.025,2.345,0.012246,2.133513,2.567983,0.530170
2350503,6000000,3245,23.074,925,40,19.000,0.021,2.319,0.013275,2.171264,2.612663,0.529992
2351317,6000000,3246,21.420,814,38,27.000,0.033,2.305,0.012808,2.188540,2.636121,0.529818
2352035,6000000,3247,15.882,718,45,16.000,0.022,2.063,0.016670,2.181194,2.625620,0.529665
2352929,6000000,3248,20.911,894,43,16.000,0.018,2.461,0.013698,2.171808,2.612565,0.529504
2353738,6000000,3249,18.557,809,44,16.000,0.020,2.298,0.014295,2.173347,2.615134,0.529333
2354211,6000000,3250,10.082,473,47,9.000,0.019,2.323,0.014473,2.163042,2.603106,0.529205
2355317,6000000,3251,24.359,1106,45,19.000,0.017,2.302,0.014252,2.166220,2.605938,0.529047
2356253,6000000,3252,21.909,936,43,23.000,0.025,2.480,0.014489,2.176377,2.618008,0.528843
2357295,6000000,3253,22.886,1042,46,24.000,0.023,2.290,0.013457,2.180377,2.623166,0.528645
2358102,6000000,3254,17.851,807,45,17.000,0.021,2.499,0.012916,2.179196,2.623151,0.528460
2359085,6000000,3255,21.737,983,45,24.000,0.024,1.923,0.013052,2.182960,2.627689,0.528281
2359636,6000000,3256,11.969,551,46,14.000,0.025,2.603,0.013180,2.165447,2.606425,0.528128
2360493,6000000,3257,17.302,857,50,22.000,0.026,2.105,0.012603,2.186490,2.631401,0.527987
2361511,6000000,3258,20.732,1018,49,25.000,0.025,2.300,0.012948,2.180198,2.623479,0.527800
2362135,6000000,3259,13.592,624,46,12.000,0.019,2.473,0.012295,2.176231,2.618754,0.527636
2363057,6000000,3260,19.266,922,48,20.000,0.022,2.230,0.013278,2.189028,2.636287,0.527481
