step,total_steps,episode,duration,episode_steps,steps_per_second,episode_reward,mean_reward,mean_action,loss,mae,mean_q,mean_eps
957980,6000000,1385,17.490,798,46,16.000,0.020,2.571,0.010227,1.626619,1.963397,0.808484
958488,6000000,1386,11.679,508,43,8.000,0.016,2.608,0.008906,1.649071,1.989519,0.808354
959041,6000000,1387,12.263,553,45,8.000,0.014,2.588,0.008764,1.646846,1.987705,0.808247
959837,6000000,1388,17.711,796,45,12.000,0.015,2.587,0.009951,1.639868,1.977672,0.808112
960610,6000000,1389,18.804,773,41,17.000,0.022,2.649,0.008529,1.628882,1.965257,0.807955
961369,6000000,1390,19.283,759,39,10.000,0.013,2.552,0.010534,1.624752,1.959604,0.807802
961764,6000000,1391,9.029,395,44,7.000,0.018,2.613,0.011243,1.626628,1.959644,0.807687
962173,6000000,1392,9.626,409,42,6.000,0.015,2.499,0.009658,1.627389,1.961934,0.807606
962915,6000000,1393,16.459,742,45,11.000,0.015,2.682,0.009077,1.635864,1.972210,0.807491
963697,6000000,1394,18.007,782,43,12.000,0.015,2.588,0.010902,1.619952,1.954442,0.807339
964343,6000000,1395,14.586,646,44,7.000,0.011,2.542,0.009561,1.631902,1.967633,0.807196
965283,6000000,1396,21.324,940,44,18.000,0.019,2.540,0.009361,1.632451,1.968210,0.807038
965910,6000000,1397,15.185,627,41,9.000,0.014,2.622,0.008742,1.638397,1.976560,0.806881
966785,6000000,1398,20.737,875,42,16.000,0.018,2.515,0.010562,1.642209,1.980593,0.806730
967329,6000000,1399,13.271,544,41,4.000,0.007,2.629,0.010524,1.646797,1.985238,0.806588
968041,6000000,1400,17.339,712,41,14.000,0.020,2.605,0.008622,1.631707,1.967595,0.806463
969986,6000000,1401,45.129,1945,43,40.000,0.021,2.407,0.010065,1.638985,1.976242,0.806197
970398,6000000,1402,8.942,412,46,5.000,0.012,2.694,0.009527,1.649828,1.990877,0.805962
971205,6000000,1403,18.079,807,45,16.000,0.020,2.575,0.011093,1.650818,1.991837,0.805840
971726,6000000,1404,11.685,521,45,8.000,0.015,2.478,0.010966,1.650731,1.992464,0.805707
972889,6000000,1405,25.688,1163,45,22.000,0.019,2.487,0.010668,1.642121,1.980832,0.805538
973661,6000000,1406,17.047,772,45,11.000,0.014,2.373,0.009727,1.640200,1.978676,0.805345
974242,6000000,1407,13.271,581,44,9.000,0.015,2.546,0.009992,1.624247,1.959187,0.805210
974839,6000000,1408,13.747,597,43,10.000,0.017,2.593,0.010019,1.649909,1.988107,0.805092
975456,6000000,1409,13.906,617,44,5.000,0.008,2.519,0.012618,1.638248,1.975606,0.804971
976314,6000000,1410,20.205,858,42,12.000,0.014,2.403,0.009902,1.639804,1.979002,0.804823
977020,6000000,1411,17.868,706,40,7.000,0.010,2.433,0.008992,1.643013,1.981392,0.804667
977647,6000000,1412,13.617,627,46,12.000,0.019,2.493,0.010424,1.650987,1.990579,0.804534
978581,6000000,1413,20.261,934,46,12.000,0.013,2.577,0.010673,1.645377,1.982945,0.804377
979076,6000000,1414,11.998,495,41,6.000,0.012,2.578,0.010444,1.640603,1.977459,0.804234
979541,6000000,1415,10.416,465,45,6.000,0.013,2.546,0.007499,1.632534,1.967991,0.804138
980283,6000000,1416,16.738,742,44,17.000,0.023,2.632,0.009802,1.654875,1.996040,0.804018
981005,6000000,1417,16.134,722,45,13.000,0.018,2.578,0.010228,1.670761,2.013814,0.803871
981736,6000000,1418,18.443,731,40,12.000,0.016,2.488,0.010323,1.670207,2.014859,0.803726
982220,6000000,1419,12.452,484,39,5.000,0.010,2.498,0.010286,1.679503,2.024605,0.803605
983289,6000000,1420,25.404,1069,42,23.000,0.022,2.607,0.010030,1.679804,2.025959,0.803449
983818,6000000,1421,11.920,529,44,10.000,0.019,2.573,0.012116,1.676795,2.020702,0.803289
984766,6000000,1422,22.423,948,42,15.000,0.016,2.458,0.011618,1.674401,2.020282,0.803142
985308,6000000,1423,14.210,542,38,9.000,0.017,2.563,0.010747,1.697262,2.047578,0.802993
985978,6000000,1424,14.340,670,47,8.000,0.012,2.188,0.008933,1.690539,2.038371,0.802872
986888,6000000,1425,20.839,910,44,19.000,0.021,2.574,0.010306,1.708335,2.059584,0.802714
987657,6000000,1426,16.662,769,46,10.000,0.013,2.382,0.010328,1.692467,2.040937,0.802546
988826,6000000,1427,24.930,1169,47,28.000,0.024,2.530,0.010542,1.700595,2.049228,0.802352
989671,6000000,1428,18.828,845,45,12.000,0.014,2.613,0.009575,1.705584,2.055419,0.802150
990125,6000000,1429,9.915,454,46,6.000,0.013,2.430,0.010077,1.704914,2.057135,0.802020
990910,6000000,1430,17.326,785,45,11.000,0.014,2.434,0.010478,1.707900,2.059466,0.801896
992135,6000000,1431,28.232,1225,43,26.000,0.021,2.545,0.009774,1.709796,2.061836,0.801696
992908,6000000,1432,18.192,773,42,10.000,0.013,2.510,0.008818,1.691660,2.038483,0.801496
993767,6000000,1433,19.283,859,45,15.000,0.017,2.504,0.009674,1.710403,2.062495,0.801333
994638,6000000,1434,19.149,871,45,13.000,0.015,2.467,0.009864,1.700973,2.050229,0.801160
995319,6000000,1435,14.736,681,46,10.000,0.015,2.565,0.009412,1.702697,2.053020,0.801004
995848,6000000,1436,11.758,529,45,6.000,0.011,2.439,0.010114,1.698839,2.048846,0.800884
997317,6000000,1437,32.891,1469,45,15.000,0.010,2.493,0.010490,1.706429,2.057992,0.800684
997846,6000000,1438,11.762,529,45,11.000,0.021,2.703,0.010341,1.713840,2.065231,0.800484
998222,6000000,1439,8.615,376,44,9.000,0.024,2.521,0.011165,1.708804,2.060672,0.800393
998859,6000000,1440,13.539,637,47,8.000,0.013,2.556,0.010174,1.703109,2.053873,0.800292
999498,6000000,1441,13.835,639,46,8.000,0.013,2.540,0.011482,1.703500,2.055142,0.800164
1000278,6000000,1442,17.326,780,45,11.000,0.014,2.391,0.009947,1.705550,2.057044,0.800022
1001290,6000000,1443,21.789,1012,46,18.000,0.018,2.511,0.010111,1.728628,2.082690,0.799843
1001944,6000000,1444,13.992,654,47,10.000,0.015,2.647,0.010438,1.714406,2.067247,0.799677
1002439,6000000,1445,11.050,495,45,8.000,0.016,2.562,0.011922,1.721995,2.075518,0.799562
1002822,6000000,1446,8.065,383,47,4.000,0.010,2.525,0.010023,1.722002,2.076185,0.799474
1003598,6000000,1447,16.855,776,46,12.000,0.015,2.499,0.009600,1.713539,2.066648,0.799358
1004178,6000000,1448,12.516,580,46,12.000,0.021,2.231,0.010483,1.724672,2.079515,0.799222
1004986,6000000,1449,16.880,808,48,17.000,0.021,2.593,0.011682,1.728119,2.082976,0.799084
1005824,6000000,1450,17.564,838,48,13.000,0.016,2.424,0.009939,1.726449,2.080443,0.798919
1006343,6000000,1451,11.290,519,46,9.000,0.017,2.522,0.009000,1.697086,2.047318,0.798784
1007444,6000000,1452,24.873,1101,44,18.000,0.016,2.416,0.011060,1.716320,2.068204,0.798622
1008272,6000000,1453,18.625,828,44,15.000,0.018,2.676,0.010177,1.714988,2.066690,0.798429
1008844,6000000,1454,13.866,572,41,11.000,0.019,2.677,0.008887,1.703962,2.056023,0.798289
1009287,6000000,1455,10.228,443,43,9.000,0.020,2.508,0.008149,1.694986,2.044919,0.798187
1009953,6000000,1456,14.696,666,45,9.000,0.014,2.566,0.012079,1.711858,2.063270,0.798076
1010588,6000000,1457,13.964,635,45,9.000,0.014,2.416,0.009864,1.712989,2.067212,0.797946
1011084,6000000,1458,10.913,496,45,6.000,0.012,2.300,0.011058,1.701678,2.052081,0.797833
1011520,6000000,1459,9.350,436,47,5.000,0.011,2.470,0.009862,1.707796,2.060963,0.797740
1012898,6000000,1460,29.392,1378,47,26.000,0.019,2.537,0.010907,1.706952,2.059638,0.797558
1013487,6000000,1461,12.992,589,45,9.000,0.015,2.557,0.009760,1.710830,2.063469,0.797362
1013930,6000000,1462,10.519,443,42,6.000,0.014,2.587,0.009400,1.693516,2.043610,0.797258
1014439,6000000,1463,11.200,509,45,7.000,0.014,2.358,0.008799,1.718819,2.072715,0.797163
1014966,6000000,1464,11.564,527,46,6.000,0.011,2.693,0.010646,1.726416,2.086501,0.797060
1015738,6000000,1465,16.746,772,46,11.000,0.014,2.403,0.009092,1.722756,2.078369,0.796930
1016543,6000000,1466,17.651,805,46,12.000,0.015,2.373,0.010121,1.723669,2.078321,0.796772
1017044,6000000,1467,11.495,501,44,9.000,0.018,2.541,0.008725,1.713439,2.066139,0.796642
1017936,6000000,1468,19.044,892,47,18.000,0.020,2.510,0.012331,1.728743,2.084447,0.796502
1018454,6000000,1469,10.897,518,48,8.000,0.015,2.367,0.008392,1.709748,2.061639,0.796361
1019519,6000000,1470,22.471,1065,47,23.000,0.022,2.460,0.008706,1.716673,2.070100,0.796203
1020602,6000000,1471,24.717,1083,44,22.000,0.020,2.421,0.010077,1.730251,2.086908,0.795988
1021200,6000000,1472,12.716,598,47,10.000,0.017,2.525,0.010780,1.746502,2.105067,0.795820
1021842,6000000,1473,14.309,642,45,8.000,0.012,2.648,0.009600,1.741270,2.100860,0.795696
1022738,6000000,1474,20.782,896,43,21.000,0.023,2.503,0.010071,1.742336,2.099633,0.795542
1023373,6000000,1475,15.471,635,41,10.000,0.016,2.494,0.009910,1.738512,2.096348,0.795389
1023884,6000000,1476,12.234,511,42,7.000,0.014,2.603,0.009679,1.748465,2.108209,0.795274
1024553,6000000,1477,17.175,669,39,10.000,0.015,2.372,0.009284,1.742807,2.100113,0.795156
1025400,6000000,1478,21.301,847,40,12.000,0.014,2.485,0.010113,1.732355,2.087997,0.795005
1025972,6000000,1479,12.945,572,44,8.000,0.014,2.540,0.009043,1.721948,2.078107,0.794863
1026808,6000000,1480,20.500,836,41,15.000,0.018,2.459,0.010707,1.739653,2.099476,0.794722
1027352,6000000,1481,13.006,544,42,10.000,0.018,2.572,0.009049,1.727661,2.083915,0.794584
1028136,6000000,1482,17.989,784,44,11.000,0.014,2.545,0.008963,1.726403,2.083094,0.794452
1028958,6000000,1483,19.105,822,43,13.000,0.016,2.466,0.009890,1.734198,2.090988,0.794291
1029520,6000000,1484,13.723,562,41,6.000,0.011,2.680,0.009032,1.722918,2.077810,0.794152
1030352,6000000,1485,20.500,832,41,12.000,0.014,2.466,0.009784,1.738512,2.095445,0.794013
1030943,6000000,1486,12.948,591,46,5.000,0.008,2.560,0.011002,1.722434,2.078236,0.793871
1031785,6000000,1487,18.605,842,45,17.000,0.020,2.662,0.010223,1.719130,2.072228,0.793727
1032800,6000000,1488,22.914,1015,44,14.000,0.014,2.467,0.010648,1.730173,2.087369,0.793542
1033171,6000000,1489,8.084,371,46,7.000,0.019,2.439,0.012369,1.713211,2.065442,0.793403
1033834,6000000,1490,13.550,663,49,11.000,0.017,2.377,0.010337,1.727505,2.082183,0.793300
1034980,6000000,1491,24.239,1146,47,14.000,0.012,2.524,0.009019,1.727741,2.083113,0.793119
1036339,6000000,1492,29.443,1359,46,24.000,0.018,2.461,0.010680,1.706734,2.056656,0.792868
1037262,6000000,1493,19.191,923,48,15.000,0.016,2.520,0.010256,1.705480,2.055941,0.792640
1037707,6000000,1494,9.938,445,45,5.000,0.011,2.355,0.010148,1.708981,2.058767,0.792503
1038286,6000000,1495,12.251,579,47,6.000,0.010,2.413,0.010484,1.728959,2.085275,0.792401
1038861,6000000,1496,12.870,575,45,5.000,0.009,2.656,0.008778,1.712457,2.064773,0.792285
1039767,6000000,1497,19.075,906,47,15.000,0.017,2.689,0.009992,1.727052,2.082965,0.792137
1040853,6000000,1498,25.315,1086,43,20.000,0.018,2.575,0.009321,1.738053,2.094891,0.791938
1041753,6000000,1499,20.742,900,43,16.000,0.018,2.422,0.009791,1.745053,2.103220,0.791739
1042691,6000000,1500,19.960,938,47,15.000,0.016,2.454,0.010015,1.725277,2.079812,0.791556
1043269,6000000,1501,12.904,578,45,9.000,0.016,2.652,0.010121,1.734653,2.090262,0.791404
1043713,6000000,1502,10.206,444,44,6.000,0.014,2.464,0.009593,1.742374,2.099302,0.791302
1045290,6000000,1503,36.090,1577,44,30.000,0.019,2.565,0.010878,1.743575,2.102018,0.791100
1046012,6000000,1504,15.696,722,46,12.000,0.017,2.474,0.009271,1.764967,2.127482,0.790870
1046638,6000000,1505,13.924,626,45,12.000,0.019,2.623,0.009432,1.748642,2.109113,0.790735
1047125,6000000,1506,10.396,487,47,9.000,0.018,2.593,0.010506,1.753011,2.113151,0.790624
1047921,6000000,1507,17.392,796,46,11.000,0.014,2.450,0.009366,1.743798,2.102319,0.790495
1048421,6000000,1508,10.975,500,46,8.000,0.016,2.698,0.008306,1.751451,2.113092,0.790366
1049234,6000000,1509,18.007,813,45,12.000,0.015,2.635,0.010716,1.744004,2.102972,0.790234
1050113,6000000,1510,18.278,879,48,16.000,0.018,2.291,0.010004,1.765823,2.128646,0.790065
1050575,6000000,1511,9.205,462,50,5.000,0.011,2.208,0.008891,1.774788,2.141074,0.789931
1051635,6000000,1512,22.672,1060,47,22.000,0.021,2.449,0.010218,1.788888,2.155625,0.789779
1052402,6000000,1513,16.403,767,47,14.000,0.018,2.679,0.010261,1.781528,2.147222,0.789596
1053049,6000000,1514,13.404,647,48,10.000,0.015,2.538,0.010191,1.760865,2.123973,0.789455
1053673,6000000,1515,12.890,624,48,11.000,0.018,2.470,0.010326,1.777219,2.142240,0.789328
1054309,6000000,1516,13.406,636,47,12.000,0.019,2.385,0.009854,1.762854,2.124700,0.789202
1054947,6000000,1517,13.401,638,48,9.000,0.014,2.589,0.011535,1.787020,2.154632,0.789074
1055594,6000000,1518,13.982,647,46,9.000,0.014,2.546,0.011347,1.774885,2.139034,0.788946
1056272,6000000,1519,15.486,678,44,11.000,0.016,2.605,0.009314,1.760736,2.122877,0.788814
1056918,6000000,1520,14.791,646,44,9.000,0.014,2.418,0.010835,1.780473,2.147889,0.788681
1057625,6000000,1521,15.930,707,44,11.000,0.016,2.481,0.010604,1.764993,2.127091,0.788546
1058305,6000000,1522,14.785,680,46,10.000,0.015,2.362,0.008689,1.770611,2.135010,0.788407
1059150,6000000,1523,18.216,845,46,13.000,0.015,2.521,0.009202,1.765674,2.126910,0.788254
1060033,6000000,1524,19.698,883,45,19.000,0.022,2.460,0.010248,1.767500,2.130918,0.788082
1061363,6000000,1525,28.046,1330,47,24.000,0.018,2.642,0.010608,1.800179,2.170227,0.787860
1062006,6000000,1526,13.564,643,47,12.000,0.019,2.485,0.010176,1.792352,2.159690,0.787663
1062711,6000000,1527,15.739,705,45,16.000,0.023,2.414,0.011172,1.803073,2.172193,0.787528
1063656,6000000,1528,21.079,945,45,15.000,0.016,2.519,0.011374,1.787990,2.155426,0.787364
1064448,6000000,1529,17.230,792,46,12.000,0.015,2.518,0.009250,1.791315,2.160032,0.787190
1064841,6000000,1530,8.594,393,46,7.000,0.018,2.298,0.011749,1.792688,2.159746,0.787071
1065580,6000000,1531,16.060,739,46,11.000,0.015,2.582,0.010446,1.794540,2.163759,0.786958
1066270,6000000,1532,14.952,690,46,11.000,0.016,2.435,0.010005,1.792732,2.159902,0.786815
1067184,6000000,1533,18.446,914,50,18.000,0.020,2.428,0.011362,1.816597,2.188947,0.786655
1068126,6000000,1534,19.567,942,48,16.000,0.017,2.294,0.011782,1.804546,2.174762,0.786469
1068736,6000000,1535,13.042,610,47,9.000,0.015,2.366,0.010573,1.802816,2.175457,0.786314
1069472,6000000,1536,15.462,736,48,9.000,0.012,2.609,0.011034,1.799741,2.170024,0.786180
1070148,6000000,1537,14.334,676,47,12.000,0.018,2.766,0.013845,1.818198,2.191424,0.786038
1071155,6000000,1538,21.899,1007,46,17.000,0.017,2.498,0.009100,1.798645,2.168493,0.785870
1071825,6000000,1539,14.045,670,48,8.000,0.012,2.579,0.012505,1.811082,2.180959,0.785702
1072530,6000000,1540,15.089,705,47,12.000,0.017,2.504,0.009503,1.810008,2.181557,0.785564
1074023,6000000,1541,33.135,1493,45,27.000,0.018,2.555,0.009759,1.796918,2.166102,0.785345
1074677,6000000,1542,15.218,654,43,13.000,0.020,2.428,0.010578,1.813534,2.185393,0.785130
1075485,6000000,1543,17.811,808,45,15.000,0.019,2.535,0.009969,1.822097,2.196327,0.784984
1076763,6000000,1544,27.893,1278,46,20.000,0.016,2.652,0.010920,1.837148,2.214558,0.784775
1077519,6000000,1545,16.740,756,45,11.000,0.015,2.548,0.009718,1.824910,2.199991,0.784572
1077905,6000000,1546,8.012,386,48,7.000,0.018,2.516,0.010787,1.830347,2.207073,0.784458
1078368,6000000,1547,9.679,463,48,4.000,0.009,2.598,0.007660,1.814991,2.187309,0.784373
1078947,6000000,1548,12.111,579,48,8.000,0.014,2.712,0.010770,1.825059,2.201265,0.784269
1079428,6000000,1549,10.772,481,45,3.000,0.006,2.505,0.011800,1.826503,2.199884,0.784163
1080311,6000000,1550,19.401,883,46,19.000,0.022,2.487,0.009206,1.818108,2.190287,0.784026
1081037,6000000,1551,15.454,726,47,15.000,0.021,2.687,0.008738,1.826969,2.204117,0.783865
1081856,6000000,1552,18.394,819,45,12.000,0.015,2.407,0.009676,1.828556,2.206309,0.783711
1082341,6000000,1553,12.687,485,38,4.000,0.008,2.295,0.009716,1.811570,2.182061,0.783580
1082731,6000000,1554,8.467,390,46,7.000,0.018,2.603,0.010440,1.814342,2.187449,0.783493
1083110,6000000,1555,7.754,379,49,5.000,0.013,2.507,0.011052,1.813567,2.184487,0.783416
1083747,6000000,1556,12.953,637,49,12.000,0.019,2.410,0.010617,1.831375,2.207715,0.783314
1084401,6000000,1557,13.456,654,49,6.000,0.009,2.543,0.008223,1.819428,2.193303,0.783185
1085184,6000000,1558,16.251,783,48,12.000,0.015,2.418,0.009337,1.818699,2.192575,0.783042
1085668,6000000,1559,10.248,484,47,7.000,0.014,2.585,0.011502,1.846422,2.225580,0.782915
1086647,6000000,1560,19.988,979,49,17.000,0.017,2.505,0.009873,1.836767,2.215341,0.782769
1087402,6000000,1561,15.371,755,49,16.000,0.021,2.449,0.008594,1.835701,2.211624,0.782595
1088542,6000000,1562,24.862,1140,46,16.000,0.014,2.332,0.011002,1.840037,2.217633,0.782406
1089446,6000000,1563,20.185,904,45,12.000,0.013,2.513,0.010671,1.829403,2.205007,0.782201
1090272,6000000,1564,18.660,826,44,16.000,0.019,2.347,0.011583,1.836485,2.213193,0.782028
1091004,6000000,1565,17.416,732,42,13.000,0.018,2.250,0.009737,1.820428,2.194686,0.781873
1091453,6000000,1566,9.688,449,46,5.000,0.011,2.635,0.012237,1.844479,2.222099,0.781754
1092016,6000000,1567,12.117,563,46,11.000,0.020,2.538,0.009575,1.822396,2.197686,0.781653
1092532,6000000,1568,11.289,516,46,6.000,0.012,2.368,0.008734,1.816223,2.188965,0.781546
1093426,6000000,1569,20.087,894,45,16.000,0.018,2.243,0.009340,1.822975,2.196036,0.781404
1094190,6000000,1570,16.942,764,45,9.000,0.012,2.370,0.011387,1.831147,2.205592,0.781238
1094964,6000000,1571,16.439,774,47,12.000,0.016,2.523,0.008693,1.829019,2.205016,0.781085
1095638,6000000,1572,15.306,674,44,10.000,0.015,2.703,0.010980,1.854989,2.234121,0.780940
1096584,6000000,1573,21.166,946,45,19.000,0.020,2.395,0.010636,1.837216,2.213854,0.780778
1097463,6000000,1574,19.189,879,46,14.000,0.016,2.313,0.009185,1.840730,2.219541,0.780596
1098062,6000000,1575,12.807,599,47,9.000,0.015,2.531,0.010221,1.847838,2.226427,0.780448
1098705,6000000,1576,15.573,643,41,13.000,0.020,2.630,0.010314,1.843661,2.221755,0.780323
1099461,6000000,1577,17.727,756,43,12.000,0.016,2.561,0.008743,1.839619,2.217033,0.780183
1100190,6000000,1578,15.289,729,48,17.000,0.023,2.575,0.011397,1.859379,2.239237,0.780035
1101006,6000000,1579,18.050,816,45,12.000,0.015,2.406,0.010503,1.870638,2.255839,0.779880
1101616,6000000,1580,13.705,610,45,12.000,0.020,2.584,0.009307,1.872950,2.256163,0.779738
1102561,6000000,1581,20.581,945,46,25.000,0.026,2.512,0.010989,1.864381,2.246145,0.779582
1103690,6000000,1582,24.590,1129,46,23.000,0.020,2.364,0.009702,1.873652,2.258780,0.779375
1104592,6000000,1583,20.467,902,44,17.000,0.019,2.659,0.011065,1.872523,2.256776,0.779172
1105203,6000000,1584,13.387,611,46,11.000,0.018,2.408,0.010768,1.880554,2.265423,0.779021
1105964,6000000,1585,17.623,761,43,13.000,0.017,2.352,0.009976,1.852391,2.233401,0.778884
1106281,6000000,1586,8.188,317,39,2.000,0.006,2.628,0.010208,1.855066,2.235887,0.778776
1106936,6000000,1587,16.401,655,40,11.000,0.017,2.492,0.011801,1.876831,2.260521,0.778678
1107659,6000000,1588,17.392,723,42,11.000,0.015,2.455,0.010750,1.864585,2.247849,0.778541
1108168,6000000,1589,12.307,509,41,11.000,0.022,2.542,0.010362,1.866680,2.248737,0.778418
1108736,6000000,1590,13.273,568,43,9.000,0.016,2.590,0.009444,1.843573,2.220765,0.778310
1109529,6000000,1591,18.665,793,42,13.000,0.016,2.488,0.009298,1.861938,2.244374,0.778174
1110035,6000000,1592,11.581,506,44,9.000,0.018,2.482,0.009879,1.872060,2.254025,0.778044
1110864,6000000,1593,18.842,829,44,16.000,0.019,2.534,0.009204,1.870136,2.253160,0.777910
1111536,6000000,1594,16.246,672,41,11.000,0.016,2.378,0.009867,1.879618,2.264559,0.777760
1112521,6000000,1595,23.384,985,42,19.000,0.019,2.437,0.011451,1.874000,2.258258,0.777594
1113295,6000000,1596,16.393,774,47,11.000,0.014,2.496,0.010915,1.879550,2.264488,0.777418
1113951,6000000,1597,14.879,656,44,9.000,0.014,2.567,0.011631,1.896965,2.285648,0.777276
1114472,6000000,1598,11.824,521,44,8.000,0.015,2.432,0.011447,1.874083,2.258427,0.777158
1115378,6000000,1599,19.651,906,46,15.000,0.017,2.607,0.013130,1.861565,2.246547,0.777015
1115757,6000000,1600,7.762,379,49,8.000,0.021,2.507,0.009203,1.863354,2.246245,0.776886
1116293,6000000,1601,11.204,536,48,8.000,0.015,2.632,0.011096,1.864292,2.247001,0.776795
1116787,6000000,1602,10.909,494,45,8.000,0.016,2.632,0.010857,1.867794,2.249853,0.776692
1117624,6000000,1603,18.790,837,45,15.000,0.018,2.559,0.008501,1.873264,2.258021,0.776559
1118463,6000000,1604,18.013,839,47,12.000,0.014,2.532,0.011388,1.881577,2.266895,0.776392
1119096,6000000,1605,13.746,633,46,9.000,0.014,2.488,0.010930,1.846362,2.224659,0.776244
1119951,6000000,1606,19.251,855,44,12.000,0.014,2.444,0.010750,1.875239,2.259184,0.776096
1120502,6000000,1607,11.856,551,46,8.000,0.015,2.457,0.012180,1.869060,2.251800,0.775955
1121462,6000000,1608,21.302,960,45,15.000,0.016,2.616,0.010543,1.861221,2.243163,0.775804
1122109,6000000,1609,14.461,647,45,12.000,0.019,2.241,0.012764,1.879681,2.264376,0.775643
1122550,6000000,1610,10.503,441,42,8.000,0.018,2.336,0.009732,1.853143,2.231291,0.775534
1123455,6000000,1611,21.448,905,42,19.000,0.021,2.410,0.009837,1.853067,2.232356,0.775400
1124397,6000000,1612,20.517,942,46,18.000,0.019,2.594,0.010534,1.868162,2.250214,0.775215
1125064,6000000,1613,14.993,667,44,12.000,0.018,2.466,0.010588,1.855928,2.235231,0.775054
1125571,6000000,1614,11.480,507,44,6.000,0.012,2.507,0.011184,1.865125,2.249121,0.774937
1126764,6000000,1615,26.349,1193,45,24.000,0.020,2.547,0.010519,1.844170,2.223215,0.774767
1127822,6000000,1616,25.433,1058,42,21.000,0.020,2.441,0.010342,1.857126,2.237267,0.774542
1128510,6000000,1617,16.096,688,43,10.000,0.015,2.260,0.010848,1.845142,2.222217,0.774367
1129104,6000000,1618,13.927,594,43,7.000,0.012,2.475,0.011220,1.866333,2.247325,0.774239
1129856,6000000,1619,18.021,752,42,20.000,0.027,2.431,0.010084,1.841913,2.218166,0.774104
1130622,6000000,1620,19.294,766,40,12.000,0.016,2.586,0.010553,1.860734,2.242257,0.773952
1131324,6000000,1621,15.652,702,45,14.000,0.020,2.473,0.010992,1.844625,2.224048,0.773806
1131814,6000000,1622,10.739,490,46,8.000,0.016,2.551,0.012240,1.845986,2.226719,0.773686
1132463,6000000,1623,14.852,649,44,9.000,0.014,2.615,0.011125,1.833715,2.209570,0.773572
1133300,6000000,1624,19.424,837,43,10.000,0.012,2.400,0.009684,1.850221,2.229180,0.773424
1133923,6000000,1625,13.887,623,45,12.000,0.019,2.425,0.009820,1.853190,2.233675,0.773278
1134419,6000000,1626,10.270,496,48,7.000,0.014,2.569,0.008013,1.858097,2.240667,0.773166
1135612,6000000,1627,26.582,1193,45,27.000,0.023,2.523,0.011038,1.839048,2.215848,0.772997
1136512,6000000,1628,19.362,900,46,12.000,0.013,2.589,0.012848,1.847280,2.227097,0.772788
1137143,6000000,1629,14.109,631,45,10.000,0.016,2.273,0.011422,1.853452,2.234767,0.772635
1137762,6000000,1630,13.739,619,45,6.000,0.010,2.506,0.012381,1.851537,2.230670,0.772510
1138538,6000000,1631,18.399,776,42,12.000,0.015,2.728,0.010954,1.855024,2.236418,0.772370
1139046,6000000,1632,11.579,508,44,8.000,0.016,2.482,0.011385,1.867241,2.249650,0.772242
1139456,6000000,1633,9.981,410,41,2.000,0.005,2.180,0.009502,1.850454,2.230750,0.772150
1140237,6000000,1634,17.986,781,43,11.000,0.014,2.365,0.009909,1.853385,2.234782,0.772031
1140706,6000000,1635,10.538,469,45,10.000,0.021,2.443,0.010055,1.877428,2.261631,0.771906
1141172,6000000,1636,10.976,466,42,6.000,0.013,2.682,0.011789,1.900059,2.289857,0.771812
1141950,6000000,1637,17.722,778,44,12.000,0.015,2.500,0.009888,1.885716,2.272937,0.771688
1142558,6000000,1638,14.053,608,43,11.000,0.018,2.653,0.010235,1.886913,2.274185,0.771549
1143353,6000000,1639,18.319,795,43,12.000,0.015,2.497,0.013339,1.873846,2.257284,0.771409
1144196,6000000,1640,19.092,843,44,13.000,0.015,2.690,0.011553,1.893877,2.281770,0.771245
1144983,6000000,1641,17.926,787,44,13.000,0.017,2.400,0.009472,1.886949,2.273809,0.771082
1145383,6000000,1642,9.144,400,44,9.000,0.022,2.522,0.011000,1.874884,2.259699,0.770964
1146030,6000000,1643,15.818,647,41,11.000,0.017,2.538,0.011307,1.890256,2.277068,0.770859
1146650,6000000,1644,13.628,620,45,9.000,0.015,2.613,0.009317,1.878285,2.262382,0.770732
1147568,6000000,1645,18.341,918,50,18.000,0.020,2.501,0.011195,1.882255,2.266830,0.770578
1148832,6000000,1646,26.341,1264,48,23.000,0.018,2.279,0.012462,1.870128,2.253454,0.770360
1149657,6000000,1647,17.331,825,48,16.000,0.019,2.547,0.011508,1.883312,2.270616,0.770151
1150492,6000000,1648,17.858,835,47,14.000,0.017,2.587,0.010024,1.878236,2.264566,0.769985
1150878,6000000,1649,8.089,386,48,6.000,0.016,2.275,0.009876,1.878468,2.264243,0.769863
1151268,6000000,1650,8.933,390,44,7.000,0.018,2.385,0.010045,1.884214,2.270358,0.769786
1151852,6000000,1651,12.482,584,47,7.000,0.012,2.346,0.011369,1.890747,2.277393,0.769688
1152304,6000000,1652,9.773,452,46,8.000,0.018,2.538,0.010487,1.880181,2.266462,0.769585
1153093,6000000,1653,17.501,789,45,17.000,0.022,2.555,0.011335,1.891443,2.278701,0.769460
1153891,6000000,1654,18.327,798,44,12.000,0.015,2.653,0.009992,1.876608,2.261346,0.769302
1154463,6000000,1655,13.810,572,41,8.000,0.014,2.472,0.009914,1.900706,2.291470,0.769165
1155004,6000000,1656,13.811,541,39,11.000,0.020,2.538,0.008499,1.880823,2.265817,0.769054
1156086,6000000,1657,23.754,1082,46,19.000,0.018,2.655,0.012463,1.861195,2.243425,0.768891
