episode,steps,reward
466,337067,13.0
467,338328,22.0
468,339345,18.0
469,340312,19.0
470,341104,17.0
471,341851,15.0
472,342542,14.0
473,343381,17.0
474,344029,10.0
475,345164,19.0
476,345964,14.0
477,346643,12.0
478,347011,6.0
479,347794,14.0
480,348477,11.0
481,349386,18.0
482,349877,6.0
483,350580,13.0
484,351233,11.0
485,351864,10.0
486,352953,24.0
487,353896,21.0
488,354765,16.0
489,355399,10.0
490,356075,14.0
491,356778,12.0
492,358278,22.0
493,359102,16.0
494,359662,9.0
495,360350,12.0
496,361022,17.0
497,361835,17.0
498,362495,11.0
499,363810,28.0
500,364495,15.0
501,365304,15.0
502,366157,16.0
503,367078,20.0
504,367924,12.0
505,368495,12.0
506,369104,8.0
507,369868,11.0
508,370237,6.0
509,371546,29.0
510,372306,12.0
511,373185,22.0
512,373690,10.0
513,374479,17.0
514,375119,11.0
515,376090,19.0
516,376544,7.0
517,377243,14.0
518,378403,21.0
519,379053,10.0
520,379680,12.0
521,380789,21.0
522,381490,15.0
523,382145,14.0
524,382657,7.0
525,383327,10.0
526,384116,16.0
527,384997,14.0
528,385622,10.0
529,386430,12.0
530,387508,23.0
531,388531,19.0
532,389424,17.0
533,390191,17.0
534,391094,23.0
535,392443,27.0
536,392982,9.0
537,393493,5.0
538,394525,21.0
539,395163,11.0
540,395807,13.0
541,397444,29.0
542,397987,9.0
543,398360,7.0
544,399141,10.0
545,400312,26.0
546,400713,8.0
547,401099,7.0
548,402007,19.0
549,402532,6.0
550,403348,16.0
551,403847,7.0
552,404594,15.0
553,405870,29.0
554,406595,19.0
555,407115,11.0
556,407598,8.0
557,408802,26.0
558,409392,9.0
559,409949,10.0
560,410525,10.0
561,411125,10.0
562,412342,22.0
563,413731,26.0
564,414410,13.0
565,415367,20.0
566,415875,7.0
567,416403,8.0
568,417350,25.0
569,418393,20.0
570,419089,13.0
571,419764,13.0
572,420811,23.0
573,421483,12.0
574,422172,12.0
575,422673,10.0
576,423415,16.0
577,424121,12.0
578,424701,10.0
579,425538,16.0
580,426414,20.0
581,427370,19.0
582,428024,10.0
583,428621,10.0
584,429292,10.0
585,430095,13.0
586,430481,8.0
587,431328,21.0
588,432180,16.0
589,433347,33.0
590,434128,12.0
591,434805,11.0
592,435519,10.0
593,436125,12.0
594,437282,26.0
595,438201,21.0
596,438845,10.0
597,439397,12.0
598,440224,17.0
599,441100,22.0
600,441874,16.0
601,442945,25.0
602,443654,14.0
603,444452,20.0
604,444937,6.0
605,445731,21.0
606,446618,21.0
607,447168,9.0
608,447873,12.0
609,448445,9.0
610,449508,20.0
611,450143,11.0
612,450814,11.0
613,451396,9.0
614,452235,16.0
615,453535,28.0
616,454096,9.0
617,455426,27.0
618,455978,6.0
619,456833,23.0
620,457699,20.0
621,458793,25.0
622,459887,20.0
623,460544,10.0
624,461161,12.0
625,462057,17.0
626,462734,10.0
627,463540,15.0
628,464540,18.0
629,465072,8.0
630,466273,24.0
631,467333,18.0
632,468394,22.0
633,469074,12.0
634,469691,8.0
635,470323,10.0
636,470840,5.0
637,471228,7.0
638,471718,9.0
639,472656,23.0
640,473646,21.0
641,474476,16.0
642,475491,28.0
643,476293,16.0
644,477015,13.0
645,477969,17.0
646,478500,9.0
647,479254,15.0
648,480719,32.0
649,481615,18.0
650,482260,12.0
651,483264,23.0
652,484066,17.0
653,484859,19.0
654,485701,15.0
655,486671,23.0
656,487501,20.0
657,488034,8.0
658,488765,15.0
659,489383,9.0
660,490032,11.0
661,490699,12.0
662,491502,15.0
663,492311,15.0
664,493295,19.0
665,494388,21.0
666,495134,13.0
667,495655,6.0
668,496265,8.0
669,497093,14.0
670,497779,13.0
671,498432,10.0
672,499104,15.0
673,499746,12.0
674,500682,24.0
675,501376,13.0
676,502283,19.0
677,503289,17.0
678,504658,24.0
679,505615,23.0
680,507336,30.0
681,508061,17.0
682,508770,14.0
683,509442,14.0
684,510965,30.0
685,511799,20.0
686,512675,20.0
687,513480,13.0
688,514350,22.0
689,514984,12.0
690,515603,13.0
691,516799,29.0
692,517705,19.0
693,518371,12.0
694,519484,12.0
695,520423,20.0
696,520824,8.0
697,521666,14.0
698,522373,14.0
699,523304,19.0
700,523822,11.0
701,524843,24.0
702,525891,20.0
703,527533,32.0
704,528059,11.0
705,529020,20.0
706,529810,17.0
707,530485,12.0
708,531260,17.0
709,532007,17.0
710,532618,12.0
711,533244,12.0
712,534225,18.0
713,535224,24.0
714,536015,17.0
715,536729,15.0
716,537767,24.0
717,538252,10.0
718,538926,13.0
719,539538,9.0
720,540543,19.0
721,541231,14.0
722,542420,25.0
723,543145,14.0
724,544678,31.0
725,545666,18.0
726,546284,11.0
727,547183,18.0
728,548275,17.0
729,548790,7.0
730,549732,21.0
731,550581,19.0
732,551689,16.0
733,552251,8.0
734,553338,25.0
735,554285,16.0
736,555117,18.0
737,555565,10.0
738,556304,14.0
739,557115,22.0
740,557606,9.0
741,558606,17.0
742,559436,20.0
743,560460,15.0
744,561256,21.0
745,561858,10.0
746,562709,16.0
747,563601,19.0
748,564428,16.0
749,565178,16.0
750,566039,20.0
751,566994,20.0
752,567704,17.0
753,568646,23.0
754,569342,17.0
755,569911,10.0
756,570399,9.0
757,571335,22.0
758,572398,18.0
759,573024,14.0
760,573985,21.0
761,574675,14.0
762,575437,17.0
763,576297,17.0
764,577372,27.0
765,578012,11.0
766,578727,16.0
767,579667,17.0
768,580236,11.0
769,580955,16.0
770,581710,17.0
771,582269,12.0
772,582789,7.0
773,583539,15.0
774,583990,7.0
775,585097,19.0
776,586085,12.0
777,587295,28.0
778,588130,15.0
779,588894,14.0
780,589905,26.0
781,590513,10.0
782,591416,17.0
783,591989,11.0
784,592623,12.0
785,593120,10.0
786,593684,10.0
787,594277,9.0
788,595647,29.0
789,596115,9.0
790,596790,12.0
791,597658,23.0
792,598257,13.0
793,599001,17.0
794,599801,17.0
