episode,steps,reward
466,315818,19.0
467,316604,14.0
468,317332,12.0
469,317750,8.0
470,318402,10.0
471,319028,13.0
472,319653,11.0
473,320402,12.0
474,321450,23.0
475,322395,23.0
476,323034,12.0
477,324008,23.0
478,324444,7.0
479,324998,11.0
480,326136,23.0
481,326874,14.0
482,327508,12.0
483,328670,19.0
484,329276,14.0
485,330014,16.0
486,330777,12.0
487,331572,15.0
488,332412,15.0
489,332885,11.0
490,333762,20.0
491,334697,18.0
492,335435,13.0
493,336098,11.0
494,336612,9.0
495,337666,18.0
496,338282,9.0
497,338964,10.0
498,339509,8.0
499,340412,11.0
500,341147,15.0
501,341842,16.0
502,342532,11.0
503,343147,10.0
504,343958,14.0
505,344442,8.0
506,345056,10.0
507,345673,9.0
508,346311,8.0
509,347068,13.0
510,347571,7.0
511,348243,13.0
512,348965,14.0
513,349999,18.0
514,350366,7.0
515,351162,16.0
516,351652,7.0
517,352501,18.0
518,353309,14.0
519,354191,20.0
520,355074,18.0
521,355904,20.0
522,357121,24.0
523,357804,14.0
524,358502,15.0
525,359345,16.0
526,360222,19.0
527,361009,17.0
528,362004,19.0
529,362390,7.0
530,363030,11.0
531,363523,9.0
532,363999,7.0
533,364601,8.0
534,364985,8.0
535,365654,12.0
536,366475,16.0
537,367240,12.0
538,367784,11.0
539,368287,8.0
540,368919,12.0
541,369431,9.0
542,369997,7.0
543,370508,12.0
544,371548,22.0
545,372122,9.0
546,372771,12.0
547,373415,11.0
548,373791,7.0
549,374175,6.0
550,375037,19.0
551,375774,11.0
552,376593,15.0
553,376957,7.0
554,377722,13.0
555,378114,6.0
556,379283,24.0
557,379956,9.0
558,380969,26.0
559,381529,8.0
560,382232,12.0
561,382903,14.0
562,383567,12.0
563,384232,11.0
564,384743,4.0
565,385278,8.0
566,386104,13.0
567,386497,8.0
568,386881,7.0
569,387629,15.0
570,388283,13.0
571,388933,12.0
572,390472,32.0
573,391223,14.0
574,391863,11.0
575,392430,8.0
576,393297,23.0
577,394165,18.0
578,394988,15.0
579,395785,19.0
580,396482,13.0
581,397289,17.0
582,398077,14.0
583,398585,9.0
584,399716,18.0
585,400345,14.0
586,401362,19.0
587,402230,16.0
588,402967,10.0
589,403496,8.0
590,404401,21.0
591,405662,27.0
592,406265,11.0
593,406792,10.0
594,407581,18.0
595,408358,15.0
596,408897,8.0
597,409705,16.0
598,410202,10.0
599,410684,7.0
600,411598,19.0
601,412183,10.0
602,412947,16.0
603,413633,14.0
604,414492,15.0
605,415116,11.0
606,416488,26.0
607,417228,13.0
608,418341,21.0
609,419002,13.0
610,419621,11.0
611,420144,8.0
612,420646,8.0
613,421160,7.0
614,421833,15.0
615,422440,14.0
616,423174,15.0
617,423789,12.0
618,424432,11.0
619,425055,11.0
620,425562,9.0
621,426269,16.0
622,427487,27.0
623,428239,17.0
624,429159,22.0
625,429743,9.0
626,430805,16.0
627,431375,8.0
628,432299,19.0
629,432980,12.0
630,434220,23.0
631,435624,30.0
632,436100,10.0
633,436871,14.0
634,437485,11.0
635,438264,12.0
636,438875,11.0
637,439427,9.0
638,440142,12.0
639,441204,22.0
640,442099,19.0
641,442841,12.0
642,443689,23.0
643,444455,14.0
644,445261,16.0
645,446152,16.0
646,446672,9.0
647,447539,17.0
648,448250,17.0
649,449054,14.0
650,449870,17.0
651,450643,12.0
652,451384,14.0
653,451772,6.0
654,452860,29.0
655,453564,12.0
656,454479,23.0
657,455137,13.0
658,456105,22.0
659,457312,30.0
660,457976,14.0
661,458358,7.0
662,458998,12.0
663,459793,16.0
664,460423,11.0
665,461138,15.0
666,461775,10.0
667,462489,12.0
668,463138,12.0
669,464086,21.0
670,464803,13.0
671,466072,29.0
672,466655,8.0
673,467697,25.0
674,468557,12.0
675,469185,16.0
676,469716,5.0
677,470269,6.0
678,470924,12.0
679,471695,16.0
680,472328,9.0
681,473044,16.0
682,473597,8.0
683,474319,11.0
684,475115,14.0
685,475752,12.0
686,476253,11.0
687,476937,14.0
688,477553,15.0
689,478340,15.0
690,478948,11.0
691,479692,15.0
692,480574,19.0
693,481118,12.0
694,482151,25.0
695,482950,15.0
696,483521,8.0
697,484088,11.0
698,484809,12.0
699,485507,16.0
700,486466,21.0
701,486898,7.0
702,487690,17.0
703,488433,13.0
704,489462,24.0
705,490265,17.0
706,490754,11.0
707,492597,28.0
708,493260,12.0
709,494219,21.0
710,494764,12.0
711,495599,16.0
712,496583,20.0
713,497496,20.0
714,498303,13.0
715,498909,9.0
716,499721,12.0
717,500259,10.0
718,500836,7.0
719,501658,19.0
720,502453,14.0
721,503020,11.0
722,503771,12.0
723,504590,17.0
724,505270,13.0
725,505988,16.0
726,506623,14.0
727,507274,12.0
728,508061,16.0
729,508897,16.0
730,509617,17.0
731,510435,15.0
732,511496,19.0
733,512497,22.0
734,513329,16.0
735,514051,15.0
736,514771,11.0
737,515696,22.0
738,516576,20.0
739,517678,19.0
740,518418,12.0
741,519170,12.0
742,519973,16.0
743,521240,24.0
744,522020,19.0
745,522784,18.0
746,523781,20.0
747,524463,14.0
748,525270,23.0
749,526740,29.0
750,527638,17.0
751,528635,27.0
752,529464,16.0
753,530464,18.0
754,531805,25.0
755,533143,26.0
756,533992,17.0
757,534644,12.0
758,535489,13.0
759,536145,14.0
760,537238,21.0
761,537780,8.0
762,538702,26.0
763,539392,12.0
764,540329,15.0
765,540995,11.0
766,541850,24.0
767,542374,7.0
768,543314,23.0
769,544120,14.0
770,544666,9.0
771,545590,19.0
772,546377,13.0
773,547030,7.0
774,547807,15.0
775,548456,13.0
776,549118,15.0
777,549770,10.0
778,550349,10.0
779,551117,16.0
780,551839,15.0
781,552931,21.0
782,553682,17.0
783,554214,11.0
784,555263,22.0
785,556370,14.0
786,557681,31.0
787,558751,27.0
788,559435,8.0
789,560115,13.0
790,561175,23.0
791,562066,14.0
792,563043,23.0
793,563977,17.0
794,564603,11.0
795,565437,16.0
796,566189,14.0
797,567040,17.0
798,567719,15.0
799,568434,12.0
800,568976,3.0
801,569759,14.0
802,570602,20.0
803,571717,22.0
804,572253,9.0
805,572934,14.0
806,573598,11.0
807,574004,7.0
808,574417,7.0
809,574935,10.0
810,575828,17.0
811,576730,20.0
812,577383,11.0
813,578176,18.0
814,578672,7.0
815,579333,11.0
816,580378,22.0
817,581045,10.0
818,581974,22.0
819,582827,19.0
820,583705,18.0
821,584385,13.0
822,585070,12.0
823,585956,21.0
824,586709,15.0
825,587528,15.0
826,588186,9.0
827,589348,21.0
828,590005,11.0
829,590502,12.0
830,591231,11.0
831,591904,11.0
832,592781,17.0
833,594184,29.0
834,594994,16.0
835,595968,16.0
836,596925,23.0
837,597936,18.0
838,598976,20.0
839,599626,10.0
840,600587,17.0
841,601274,13.0
842,602133,16.0
843,602635,9.0
844,603277,8.0
845,604071,12.0
846,604591,7.0
847,605502,16.0
848,606456,22.0
849,607177,12.0
850,607856,7.0
851,608678,16.0
852,609825,18.0
853,610473,10.0
854,611124,4.0
855,611794,12.0
856,612630,15.0
857,613478,21.0
858,614311,16.0
859,615165,18.0
860,616154,26.0
861,616816,10.0
862,617638,11.0
863,618271,11.0
864,619119,14.0
865,620110,17.0
866,620657,9.0
867,621355,16.0
868,622200,19.0
869,623281,24.0
870,624144,19.0
871,625088,17.0
872,625713,10.0
873,626608,15.0
874,627529,19.0
875,628237,15.0
876,628880,12.0
877,629711,16.0
878,630801,24.0
879,631556,18.0
880,632191,8.0
881,633157,24.0
882,634075,20.0
883,634574,9.0
884,635715,21.0
885,636360,12.0
886,637158,15.0
887,637955,16.0
888,638594,9.0
889,639276,14.0
890,640030,12.0
891,640829,15.0
892,641555,18.0
893,642431,20.0
894,643551,23.0
895,644349,12.0
896,645603,25.0
897,646122,12.0
898,646594,9.0
899,647427,16.0
900,648312,21.0
901,648962,12.0
902,649703,16.0
903,650360,14.0
904,651234,20.0
905,651987,15.0
906,652690,15.0
907,653362,8.0
908,654444,21.0
909,655372,25.0
910,655985,8.0
911,656859,20.0
912,657981,31.0
913,658692,17.0
914,659505,19.0
915,660241,15.0
916,661277,23.0
917,661775,10.0
918,662297,8.0
919,662961,12.0
920,663692,18.0
921,664783,25.0
922,665299,9.0
923,666797,27.0
924,667562,16.0
925,668211,12.0
926,669104,20.0
927,669656,9.0
928,670286,10.0
929,671014,10.0
930,671833,16.0
931,672546,14.0
932,673113,8.0
933,673810,12.0
934,674558,12.0
935,675483,21.0
936,676502,21.0
937,677253,13.0
938,678015,17.0
939,678964,11.0
940,679795,14.0
941,680528,15.0
942,681246,15.0
943,682019,14.0
944,682767,14.0
945,683497,16.0
946,684210,17.0
947,684816,11.0
948,685452,14.0
949,685907,9.0
950,686774,17.0
951,687614,16.0
952,688192,10.0
953,689170,21.0
954,689844,12.0
955,690473,11.0
956,691183,9.0
957,692073,19.0
958,692835,11.0
959,693839,16.0
960,694483,8.0
961,695334,18.0
962,696054,17.0
963,696636,11.0
964,697561,20.0
965,698388,23.0
966,699043,12.0
967,699676,12.0
968,700577,21.0
969,701209,11.0
970,702009,15.0
971,703010,18.0
972,703803,13.0
973,704377,11.0
974,705229,21.0
975,706016,12.0
976,706829,13.0
977,707562,12.0
978,708008,6.0
979,708649,10.0
980,709281,13.0
981,710208,26.0
982,711055,18.0
983,711455,7.0
984,712198,15.0
985,712780,10.0
986,713415,12.0
987,714040,12.0
988,714730,8.0
989,715464,17.0
990,716334,22.0
991,717095,12.0
992,718046,24.0
993,718694,13.0
994,719678,26.0
995,720959,30.0
996,721610,13.0
997,722264,13.0
998,723432,21.0
999,724400,19.0
1000,725437,17.0
1001,726549,26.0
1002,727495,17.0
1003,728050,10.0
1004,728860,15.0
1005,729465,11.0
1006,730089,13.0
1007,731084,22.0
1008,731845,15.0
1009,733079,26.0
1010,734204,21.0
1011,734937,12.0
1012,735614,13.0
1013,736624,24.0
1014,737302,12.0
1015,738380,21.0
1016,739335,22.0
1017,740388,18.0
1018,741050,15.0
1019,741854,18.0
1020,742598,16.0
1021,743148,11.0
1022,744097,20.0
1023,744643,11.0
1024,745315,15.0
1025,745964,15.0
1026,746900,14.0
1027,747709,10.0
1028,748340,9.0
1029,749383,20.0
1030,750265,17.0
1031,751553,26.0
1032,752506,22.0
1033,753140,15.0
1034,753515,5.0
1035,754371,15.0
1036,754815,9.0
1037,755591,12.0
1038,756279,16.0
1039,756727,6.0
1040,757463,18.0
1041,758595,21.0
1042,759450,20.0
1043,760379,17.0
1044,761283,16.0
1045,762596,21.0
1046,763331,15.0
1047,763884,11.0
1048,764502,12.0
1049,765398,20.0
1050,767140,30.0
1051,767536,7.0
1052,768431,24.0
1053,768922,10.0
1054,770085,24.0
1055,770631,11.0
1056,771765,22.0
1057,772408,12.0
1058,773221,20.0
1059,773886,13.0
1060,774739,18.0
1061,775584,14.0
1062,775970,6.0
1063,776518,10.0
1064,777325,16.0
1065,778129,21.0
1066,779095,23.0
1067,779564,10.0
1068,780413,15.0
1069,780806,7.0
1070,781327,6.0
1071,782179,16.0
1072,782869,10.0
1073,783513,12.0
1074,783894,8.0
1075,784783,17.0
1076,785433,13.0
1077,786085,12.0
1078,786716,15.0
1079,787415,15.0
1080,788236,22.0
1081,788600,7.0
1082,789420,19.0
1083,790156,14.0
1084,791123,24.0
1085,791859,17.0
1086,792999,22.0
1087,793538,9.0
1088,794898,33.0
1089,795685,19.0
1090,796757,26.0
1091,797697,18.0
1092,798437,17.0
1093,799129,17.0
1094,800168,23.0
1095,801056,22.0
1096,801805,16.0
1097,803288,33.0
1098,805040,36.0
1099,806791,26.0
1100,807566,13.0
1101,808482,23.0
1102,809368,18.0
1103,810355,20.0
1104,811244,21.0
1105,812212,20.0
1106,812734,10.0
1107,813363,16.0
1108,814140,18.0
1109,814920,23.0
1110,815926,17.0
1111,816797,17.0
1112,817357,12.0
1113,818070,16.0
1114,819119,18.0
1115,819495,7.0
1116,820463,11.0
1117,821249,16.0
1118,822142,18.0
1119,822998,24.0
1120,823578,11.0
1121,824363,15.0
1122,825096,16.0
1123,825858,16.0
1124,826600,21.0
1125,827530,14.0
1126,828295,15.0
1127,829112,16.0
1128,829895,17.0
1129,830703,17.0
1130,832344,32.0
1131,833116,16.0
1132,834047,17.0
1133,834510,8.0
1134,835386,20.0
1135,836361,24.0
1136,836751,6.0
1137,837670,22.0
1138,838466,19.0
1139,839197,18.0
1140,839828,14.0
1141,840463,12.0
1142,841093,14.0
1143,841745,13.0
1144,842525,14.0
1145,843057,10.0
1146,843821,14.0
1147,844637,16.0
1148,845185,11.0
1149,845836,12.0
1150,846593,16.0
1151,847343,15.0
1152,847806,10.0
1153,848467,12.0
1154,849245,16.0
1155,850384,17.0
1156,851346,20.0
1157,851977,12.0
1158,852740,13.0
1159,853515,12.0
1160,854309,13.0
1161,854912,11.0
1162,855778,18.0
1163,856542,12.0
1164,857031,7.0
1165,858012,21.0
1166,858952,18.0
1167,859854,24.0
1168,860501,15.0
1169,861309,19.0
1170,862016,18.0
1171,862783,17.0
1172,863749,17.0
1173,864507,13.0
1174,865430,15.0
1175,866248,14.0
1176,867064,15.0
1177,867994,21.0
1178,868431,9.0
1179,869313,19.0
1180,870317,17.0
1181,871294,17.0
1182,871739,9.0
1183,872702,18.0
1184,873158,9.0
1185,873778,12.0
1186,874670,19.0
1187,875207,10.0
1188,875696,13.0
1189,876338,11.0
1190,876829,13.0
1191,877551,16.0
1192,878543,21.0
1193,879184,13.0
1194,880012,17.0
1195,881234,27.0
1196,882262,19.0
1197,882698,7.0
1198,883166,4.0
1199,884189,23.0
1200,885227,25.0
1201,886126,25.0
1202,887064,22.0
1203,887694,12.0
1204,888069,7.0
1205,888837,15.0
1206,889675,14.0
1207,890072,6.0
1208,890720,11.0
1209,891356,6.0
1210,892294,15.0
1211,892969,17.0
1212,893788,12.0
1213,894527,16.0
1214,895440,18.0
1215,896409,27.0
1216,897148,18.0
1217,898195,21.0
1218,899165,25.0
1219,899861,15.0
1220,900493,8.0
1221,901456,16.0
1222,902494,22.0
1223,903253,20.0
1224,903576,5.0
1225,904691,22.0
1226,905805,23.0
1227,906873,28.0
1228,908186,35.0
1229,908956,15.0
1230,909855,28.0
1231,910311,9.0
1232,911273,20.0
1233,911773,12.0
1234,912351,11.0
1235,913308,23.0
1236,914301,19.0
1237,914876,11.0
1238,915676,16.0
1239,916305,13.0
1240,917490,17.0
1241,918122,15.0
1242,919212,23.0
1243,920016,17.0
1244,921056,19.0
1245,922079,26.0
1246,922871,19.0
1247,923237,5.0
1248,924169,24.0
1249,924959,16.0
1250,925890,22.0
1251,926586,13.0
1252,927234,11.0
1253,928135,21.0
1254,929057,28.0
1255,929668,14.0
1256,930070,6.0
1257,930921,24.0
1258,931673,16.0
1259,932375,16.0
1260,933226,8.0
1261,933825,9.0
1262,934476,12.0
1263,934905,7.0
1264,936700,33.0
1265,937362,15.0
1266,938287,21.0
1267,939171,26.0
1268,939941,15.0
1269,940469,9.0
1270,941377,18.0
1271,942246,19.0
1272,943144,23.0
1273,943768,14.0
1274,944787,22.0
1275,945702,21.0
1276,946439,19.0
1277,947358,23.0
1278,948193,20.0
1279,949048,19.0
1280,950023,23.0
1281,951328,33.0
1282,952281,17.0
1283,952805,6.0
1284,953555,20.0
1285,954317,11.0
1286,954971,12.0
1287,955459,7.0
1288,956601,24.0
1289,957547,23.0
1290,958528,25.0
1291,959483,25.0
1292,960425,20.0
1293,961338,19.0
1294,961963,15.0
1295,962737,18.0
1296,963498,18.0
1297,964170,21.0
1298,965031,23.0
1299,965727,10.0
1300,967108,29.0
1301,967767,10.0
1302,968648,24.0
1303,969668,20.0
1304,970580,19.0
1305,971584,19.0
1306,972447,17.0
1307,973197,15.0
1308,973883,9.0
1309,974707,20.0
1310,975535,22.0
1311,976370,14.0
1312,977328,19.0
1313,977970,14.0
1314,978662,10.0
1315,979813,27.0
1316,980415,11.0
1317,981436,18.0
1318,982135,14.0
1319,983038,19.0
1320,983855,15.0
1321,984514,11.0
1322,985518,28.0
1323,986185,11.0
1324,986644,11.0
1325,987595,20.0
1326,988562,20.0
1327,989496,19.0
1328,990058,7.0
1329,990593,2.0
1330,991045,4.0
1331,992016,25.0
1332,992874,19.0
1333,993839,26.0
1334,994484,11.0
1335,995512,20.0
1336,996071,10.0
1337,996947,22.0
1338,997952,21.0
1339,998963,17.0
1340,999753,19.0
1341,1000243,8.0
1342,1000769,9.0
1343,1001492,15.0
1344,1002545,18.0
1345,1003419,19.0
1346,1003924,9.0
1347,1004988,23.0
1348,1005760,15.0
1349,1006456,15.0
1350,1007215,19.0
1351,1008153,17.0
1352,1008891,10.0
1353,1009608,15.0
1354,1010528,21.0
1355,1011417,21.0
1356,1012364,15.0
1357,1013244,22.0
1358,1013915,9.0
1359,1014834,22.0
1360,1015792,29.0
1361,1016606,21.0
1362,1017340,16.0
1363,1017998,15.0
1364,1019182,25.0
1365,1020633,30.0
1366,1021317,13.0
1367,1021774,8.0
1368,1022509,19.0
1369,1023196,18.0
1370,1024132,24.0
1371,1024817,15.0
1372,1025906,19.0
1373,1026334,9.0
1374,1027022,13.0
1375,1027997,20.0
1376,1028980,21.0
1377,1029738,17.0
1378,1030453,16.0
1379,1031358,16.0
1380,1032224,21.0
1381,1032727,9.0
1382,1033562,18.0
1383,1034378,23.0
1384,1035370,23.0
1385,1036221,22.0
1386,1036892,17.0
1387,1037676,22.0
1388,1038628,26.0
1389,1039750,27.0
1390,1040660,21.0
1391,1041410,21.0
1392,1043078,32.0
1393,1044033,26.0
1394,1044945,23.0
1395,1045927,21.0
1396,1046895,18.0
1397,1047830,21.0
1398,1048625,20.0
1399,1049714,23.0
1400,1050388,15.0
1401,1051343,22.0
1402,1052034,15.0
1403,1052489,10.0
1404,1053495,19.0
1405,1054468,25.0
1406,1055542,28.0
1407,1056603,27.0
1408,1057214,10.0
1409,1057876,16.0
1410,1058617,16.0
1411,1059233,10.0
1412,1060353,28.0
1413,1061471,24.0
1414,1062401,22.0
1415,1063289,20.0
1416,1064078,20.0
1417,1064978,18.0
1418,1065754,20.0
1419,1066627,22.0
1420,1067331,17.0
1421,1068255,21.0
1422,1068808,9.0
1423,1069657,21.0
1424,1070403,15.0
1425,1071106,8.0
1426,1072009,22.0
1427,1072572,15.0
1428,1073673,32.0
1429,1074685,24.0
1430,1075576,19.0
1431,1076573,23.0
1432,1077299,20.0
1433,1078262,22.0
1434,1079229,23.0
1435,1079847,11.0
1436,1080345,15.0
1437,1081196,23.0
1438,1082242,29.0
1439,1083007,20.0
1440,1084086,22.0
1441,1085064,24.0
1442,1085689,18.0
1443,1086704,23.0
1444,1087769,26.0
1445,1088768,23.0
1446,1089708,24.0
1447,1090756,24.0
1448,1091739,25.0
1449,1092215,5.0
1450,1093145,25.0
1451,1093877,17.0
1452,1094816,26.0
1453,1095960,28.0
1454,1096576,13.0
1455,1097672,24.0
1456,1098350,14.0
1457,1099254,13.0
1458,1100047,25.0
1459,1100794,18.0
1460,1102012,32.0
1461,1103040,21.0
1462,1103789,18.0
1463,1105392,36.0
1464,1105977,7.0
1465,1106571,5.0
1466,1107180,11.0
1467,1107752,6.0
1468,1108676,19.0
1469,1109583,20.0
1470,1110508,18.0
1471,1111226,17.0
1472,1111730,6.0
1473,1112190,5.0
1474,1112797,5.0
1475,1113175,3.0
1476,1114306,24.0
1477,1115128,19.0
1478,1116086,23.0
1479,1117559,31.0
1480,1118562,26.0
1481,1119045,7.0
1482,1119927,16.0
